seed,generated_text
0,"Question:Write a Python code snippet to Calculate Extreme Nail care: Trimming Nails for Decision Making for Beginners. Consider the Safety and implement appropriate if/else or switch/case statements to do so. Escriba un código en Python que calcule el costo de la limpieza de dientes según el tipo de diente y el tamaño de diente. Elige una de las opciones que se presentan en la página web de la empresa y realiza el cálculo correspondiente. Crea una función que reciba los datos necesarios y los muestre en la consola. Si no se puede calcular el coste, el programa debe mostrar un mensaje indicando que el dato no se puede calcular. 

Solution:```python
//Código
import math
def calcularCosto(diente, tamaño):
    if (diente == ""diente esmalte"" && tamaño == ""dientes pequeños"")
        return 0.15 * tamaño
    else if ((diente == ""diente esmalte"" && tamaño == ""dientes medianos"")
        return 0.20 * tamaño
    else if (diente == ""diente natural"" && tamaño == ""dientes grandes"")
        return 0."
1,"Question:
Let d = 0.03 + -0.13. Let s = 0.02 + d. Let u = s - -0.01. What is u rounded to 2 dps?
Answer:
0.01<|end_of_text|>"
2,"Question:
Let l = -3.4 - -3. Let m = 0.2 - l. Let w = -0.2 + m. Which is the closest to 0?  (a) w  (b) 3  (c) -3
Answer:
a<|end_of_text|>"
3,"Question:
Let g = 0.02 - -0.18. Let w = -0.04 + g. Let m = -0.06 + w. Which is the closest to 0.1?  (a) m  (b) -0.3  (c) 2/9
Answer:
c<|end_of_text|>"
4,"Question:
Let v = -0.02 - -0.02. Let t = 0.03 + v. Let y = t + -0.08. Which is the nearest to 1?  (a) y  (b) 2/3  (c) -1/4
Answer:
b<|end_of_text|>"
5,"Question:Develop a Ruby program that calculates the factorial of a given number. The factorial of a positive number n, denoted by n!, is the product of all the positive numbers below n, including n itself.
# Ejemplo:
# 5! = 5 x 4 x 3 x 2 x 1 = 120
# 4! = 4 x 3 x 2 x 1 = 24
# 3! = 3 x 2 x 1 = 6
# 2! = 2 x 1 = 2
# 1! = 1

def factorial(n):
    # Calcula el factorial de un número
    if n == 0 or n == 1:
        return 1
    else:
        return n * factorial(n - 1)
        
# Ejecución del programa
n = 5
print(""El factorial de "" + str(n) + "" es: "" + str(factorial(n)))
<|end_of_text|>"
6,"def count_vaccines(pet, vaccines):
    """"""Recibe un diccionario que contiene el nombre de los vacunadores y las vacunas que tienen que vacunar.
    Devuelve un diccionario con el nombre de los vacunadores que no tienen que vacunar.
    """"""
    vacunados = {}
    for vacunador, vacuna in vaccines.items():
        if pet in vacunador:
            vacunados[vacunador] = vacuna
        else:
            vacunados[vacunador] = ""No vacunado""
    return vacunados
<|end_of_text|>"
7,"# 2.º Cuerpo de Ejército

El 2.º Cuerpo de Ejército (2.º Cuerpo o 2 Cuerpo) fue un cuerpo de ejército del Ejército del Este en la Segunda Guerra Civil Española.

## Historia

### Formación

El 2.º Cuerpo de Ejército fue creado el 11 de abril de 1937, en Madrid, con el nombre de 2.º Cuerpo de Ejército de Andalucía, siendo el 2.º Cuerpo de Ejército de la División Guerra Civil.

El 2.º Cuerpo de Ejército, con el nombre de 2.º Cuerpo de Ejército de Andalucía, fue creado el 11 de abril de 1937, en Madrid, con el nombre de 2.º Cuerpo de Ejército de Andalucía, siendo el 2.º Cuerpo de Ejército de la División Guerra Civil.

El 2.º Cuerpo de Ejército, con el nombre de 2.º Cuerpo de Ej"
8,"Question:Develop a Python program that calculates the factorial of a number. The factorial of a positive number N is the product of all positive numbers up to and including N. For example, the factorial of 5 is 5 * 4 * 3 * 2 * 1 = 120. The factorial of a negative number is 0. In this exercise, you will have to implement a recursive function to calculate the factorial of a number, so you will have to use a factorial function that has been defined for you.
<|end_of_text|>"
9,"Question:
Let x = -0.2 - -0.1. Let p = 0.1 + x. Let l = p - 0.1. Which is the closest to l?  (a) 2  (b) 1  (c) -3
Answer:
b<|end_of_text|>"
