seed,generated_text
0,"Question: Chai V, 20, T, B, V, A, T, N, S, T, S, T, M, B, V, T, B, V, D, V, T, T, D, G, C, H, S, V, D, V, T, T, T, V, B, V, T, T, D, G, C, V, T, T, D, G, C, V, T, T, D, G, C, V, D, V, T, T, D, G, C, V, T, T, D, G, C, V, D, V, T, T, D, G, C, V, T, T, D, G, C, V, D, V, T, T, D, G, C, V, T, T, D, G, C, V, T, T, D, G, C, V, D, V, T, T, D, G, C, V, T, T, D, G, C, V, T, T, D, G, C, V, D, V, T, T"
1,"Question: V, A, T, M, V, L, V, C, T, V, N, T, S, T, T, T, T, B, D, V, V, T, X, T, X, V, T, V, V, V, T, V, V, V, V, T, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V, V,"
2,"Question: Chè Xuân, 19, 23 T, 26 H, 32 T, 35 V, 30 T, 33 D, 35 T, 34 T, 35 T, 36 T, 37 V, 30 D, 30 V, 30 T, 30 T, 30 X, 30 X, 30 D, 30 D, 30 V, 30 V, 30 T, 30 T, 30 D, 30 D, 30 V, 30 V, 30 T, 30 T, 30 D, 30 D, 30 V, 30 V, 30 T, 30 T, 30 D, 30 D, 30 V, 30 V, 30 T, 30 T, 30 D, 30 D, 30 V, 30 V, 30 T, 30 T, 30 D, 30 D, 30 V, 30 V, 30 T, 30 T, 30 D, 30 D, 30 V, 30 V, 30 T, 30 T, 30 D, 30 D, 30 V"
3,"Question: A 75, V T, A T T, B T S, M T H, L S C, T T, B V S, T T V, C N X, M T T, V T X, T T V, B V, T T B, S T, S B, T T B, S T, T T V, B V, T T B, S T, S B, T T B, S T, T T V, B V, T T B, S T, S G, T T T, V T S, V T S, B T S, M T S, V T C, B T S, T T T, V T T, B V, T T T, V T S, T T V, B V, T T B, S T, S G, T T T, V T D, T T T, V T T, B V, T T T, V T C, B T S, T T T, V T T, B V, T T T, V T S, T T V, B V, T T B, S T, T T V, B V, T T B, S T, S"
4,"Question:
Let v = 11.4 - 16. S M T X G G 3 D D
 T C T T T D
 T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T T"
5,"Question: T T Viện S D B T – V – T S – G – T, Viện 25 24 – 84, T Ô, T N, H N, G S, T V, T B, D H, V T, S X, T M, T G, V G, T V, S T, G V, T T, G S, T S, G T, T T, G T, T B, D V, T B, T B, V T, S X, T M, T G, V G, T V, S T, G V, T T, G T, T T, G T, T B, D V, T B, T B, V T, S X, T M, T G, V G, T V, S T, G V, T T, G T, T T, G T, T B, D V, T B, T B, V T, S X, T M, T G, V G, T V, S T, G V, T T, G T, T T, G T, T B, D V, T B, T B, V T, S X, T M,"
6,"def tri_mêu_nê (t, v, c, s, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v, v"
7,"Question:
What is the c'tệ kiệ 6 s 30, A B C D, T T S X, B X T S X T T S X V S V T S X V V S V S T T S X B X T S X T T S X V S V T S X V S D V S D T T S X V S D V S D T T S X V S T T S X V T T S X V T S X T T S X V T S X V T T S X V T T S X V T S V S V T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S X V S D V S D T T S"
8,"Question: T T ch, X S, S C, T C, S D, V T, T B, T T T, T N, T T V, T D, V V T, T B, T V T, T C, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B, T B,"
9,"Question:
Let x = -0.1 + 0.1. Chệ T T, B G S, M T C, V B S, M T S, T N D, V M V, M T M, V S T, C T S, V S T, T N V, V M S, T T C, V T T, T T G, V X H, T M T, V T T, T T M, V T T, T T T, V T T, T T V, B X G, T T T, T T V, T T C, V B V, V T T, T T C, V T T, T T D, V S T, V B V, V T T, T T C, V T T, T T V, T T T, V T T, T T T, V T T, T T S, T T T, V T T, T T T, V T T, T T S, T T T, V T T, T T C, V T T, T T V, T T V, T T V, T T V, T T V, T T S, T T S,"
